text,label
Payment of Rs.5593 to rapido@ybl. Yes Bank. A/c ****6593. 20-05-2026. Ref 957548072571.,Travel
Sent ₹1947 to IndiGo Airlines on 09-10-2024. UPI:132804087804. Union Bank A/c 4376.,Travel
Sent Rs.9239 From Union Bank A/C 5661 To PNB LOAN EMI On 02-12-2026 Ref 728301963891. Loan EMI.,Loan & EMI
Rs.27078 paid to Divya Iyer via UPI. Yes Bank A/c *3433. 02/09/24. Ref 298419002549.,Personal Transfer
IndusInd Bank: Rs.937.00 subscription to INOX Movies debited on 14-04-24. A/c ****4179. Ref 159011459969.,Entertainment
Sent Rs.4197 to Lal PathLabs on 01/12/2024. UPI:987527518154. SBI A/c XX5036.,Healthcare
Your a/c ****9882 debited for INR 4907 on 19/10/24 trf to Uber India. UPI:379756681224. -Kotak Bank,Travel
Yes Bank: Rs.41425 invested in ICICI Direct on 17-12-24. A/c ****6444. Ref 155299728617.,Investment
Payment INR 1486 to flipkart@axisbank done. Axis Bank A/c XX8071. 03/08/2024. UPI Ref:880657832188.,Shopping
Rs.272 paid to Social Restaurant via UPI on 18-06-2026. Axis Bank A/c ****9126. Ref: 701402527332.,Food & Dining
Loan EMI Rs.2721 debited from Union Bank a/c *1288 on 25/09/2026. Ref 848232908700.,Loan & EMI
EMI of Rs.36262.00 auto-debited from Karnataka Bank A/c ****3562 on 13/02/2024. Ref: 488242180198.,Loan & EMI
Kotak Bank: ₹11701 debited for CITY HOSPITAL on 02/12/2024. A/c XX7501. Ref 977639389539.,Healthcare
Your a/c XX2022 debited for ₹44208 on 04-03-2026 trf to Meesho. UPI:882396604414. -ICICI Bank,Shopping
UPI payment INR 34889 to vedantu@kotak from Federal Bank A/c 3141. 20-12-24. Ref 484083635965.,Education
Rs.3711 debited to JioMart via UPI. IndusInd Bank A/c *7550. 09-08-25. Ref 512713545838.,Shopping
Installment Rs.20185 paid to PERSONAL LOAN EMI on 02/12/2026. Yes Bank A/c XX1840. Ref 204387794954.,Loan & EMI
Rs.891 paid to DENTAL CARE CLINIC via UPI. Axis Bank A/c *6102. 17/09/2024.,Healthcare
EMI of Rs.13747.00 auto-debited from Karnataka Bank A/c XX1114 on 07/12/2025. Ref: 805867636885.,Loan & EMI
Debit Rs.35205.00 from Yes Bank a/c 5984 for HDFC Mutual Fund on 13-04-25. Ref 223379008727.,Investment
Bill payment Rs.4228 to actfibernet@ybl. ICICI Bank. A/c XX6954. 08-01-2024. Ref 150346376407.,Utilities
Your a/c *5137 debited for ₹51345 on 10-02-24 trf to NITTE UNIVERSITY. UPI:177005833585. -Yes Bank,Education
Debit INR 1294 from Axis Bank a/c 4256 to Porter India on 21-05-2026. UPI Ref:92764961014.,Travel
Sent Rs.20726 From ICICI Bank A/C ****9629 To SIVA S On 23/09/24 Ref 802975404508,Personal Transfer
Rs.361 paid to OLA OUTSTATION via UPI. Axis Bank A/c XX1857. 07-05-2026.,Travel
Rs.900 paid to Porter India via UPI. IndusInd Bank A/c XX8976. 22/03/24.,Travel
Your a/c 5513 debited for ₹178392 on 21-01-2024 trf to PW PhysicsWallah. UPI:326539783623. -Union Bank,Education
Axis Bank: Rs.12160.00 debited to LEARN HUB on 27-08-2026. A/c XX6222. Ref 978273911700.,Education
UPI txn Rs.838 to blusmart@oksbi from Union Bank A/c XX4204 on 04/07/24. Ref: 767246988126.,Travel
Your a/c XX7645 debited for Rs.81267 on 25/09/25 trf to FD CREATION. UPI:231168098772. -SBI,Investment
Sent ₹2031 to Abhibus on 22/11/26. UPI:447480253920. ICICI Bank A/c *9860.,Travel
UPI payment Rs.644.00 to bookmyshow@icici from Axis Bank A/c *8489. 19-11-2025. Ref 428401399520.,Entertainment
Rs.5223 SIP debited to Sharekhan. Kotak Bank A/c XX4203. 11-06-24.,Investment
Rs.812 paid to BluSmart via UPI. IndusInd Bank A/c *2829. 04/06/2025.,Travel
Payment Rs.17083.00 to thyrocare@oksbi. Union Bank. A/c 5044. 21/03/26. Ref 404941647957.,Healthcare
UPI txn ₹3585 to jio@kotak from Yes Bank A/c *3295 on 01-05-2026. Ref 233062771298.,Utilities
FD/RD installment INR 2941 to Kuvera. IndusInd Bank A/c XX8221. 10-10-26. Ref 359928282198.,Investment
Sent Rs.24051.00 From HDFC Bank A/C 2064 To RD INSTALLMENT On 18-02-2025 Ref 841362581965,Investment
Payment Rs.14740.00 to myntra@kotak done. Yes Bank A/c XX8522. 01-09-2024. UPI Ref:907231822064.,Shopping
Rs.290 paid to Wonderla via UPI. Axis Bank A/c XX8716. 28/06/2024.,Entertainment
Sent Rs.1214 From SBI A/C XX8565 To Domino's Pizza On 26-09-24 Ref 166807964615,Food & Dining
Rs.330 paid to Amazon Prime via UPI. HDFC Bank A/c 6449. 04/05/24.,Entertainment
SIP/Investment Rs.5586.00 to upstox@icici from SBI A/c XX1784. 04/10/26. Ref 561755924916.,Investment
Installment Rs.7499 paid to ICICI Loan on 01-12-2024. Federal Bank A/c 2361. Ref 200984634134.,Loan & EMI
Recharge/Bill INR 834 to Jio Fiber. HDFC Bank A/c ****8545. 15-06-26. UPI:132362091430.,Utilities
UPI transfer Rs.25241 to Kavya Nair from Union Bank A/c ****6697. 22-08-2025. Ref 814826097186.,Personal Transfer
Your a/c *3692 debited for Rs.4317.00 on 05/02/25 trf to BWSSB. UPI:489677577644. -Yes Bank,Utilities
UPI payment ₹30335 to coursera@ybl from SBI A/c ****5103. 16/05/2024. Ref 452906648684.,Education
UPI payment of Rs.21225 to ajio@hdfcbank from Yes Bank A/c ****7125. 07/09/24. Ref: 482245848606.,Shopping
Your a/c 9522 debited for ₹1422 on 24/10/26 trf to MTNL. UPI:108049868147. -HDFC Bank,Utilities
UPI payment of Rs.15678 to ajio@hdfcbank from Axis Bank A/c ****7335. 22-08-2024. Ref: 281299036788.,Shopping
Debit INR 2288 from ICICI Bank a/c ****6099 for Tata Play DTH bill on 25-06-2024. Ref 302537358822.,Utilities
Rs.8502 debited to Vijay Sales via UPI. Kotak Bank A/c ****5038. 11/04/2024. Ref 477474134753.,Shopping
SIP/Investment Rs.9215 to zerodha@kotak from Federal Bank A/c *1849. 11-10-26. Ref 900851402404.,Investment
SIP/Investment INR 2073 to groww@axisbank from Kotak Bank A/c *9225. 18-08-26. Ref 517572702919.,Investment
Yes Bank: INR 1849 bill payment to BWSSB on 05/04/25. A/c ****9732. Ref 593617076398.,Utilities
Payment to pvr@hdfcbank: Rs.585. Union Bank. A/c 1751. 19/02/26. UPI Ref:27648409299.,Entertainment
ICICI Bank: Rs.36032 sent to Arjun Menon on 08/03/2026. A/c XX5485. Ref 176304691796.,Personal Transfer
Sent Rs.5605 From Karnataka Bank A/C *5783 To Yatra On 02-10-25 Ref 278853590119,Travel
UPI payment INR 306 to hotstar@paytm from HDFC Bank A/c ****9375. 28-06-25. Ref 542537261525.,Entertainment
Fees payment ₹14091 to udemy@axisbank. ICICI Bank. A/c XX4999. 17-01-24. Ref 945611172112.,Education
Sent Rs.11921 From Yes Bank A/C XX5377 To MOHAN LAL On 21/01/26 Ref 104020578902,Personal Transfer
Rs.4581 SIP debited to RECURRING DEPOSIT. SBI A/c ****3591. 01-09-2025.,Investment
Debit Rs.48501 from Axis Bank a/c *5582 for Udemy fees on 08/05/24. Ref 309792314352.,Education
UPI payment of ₹1110 to flipkart@axisbank from Union Bank A/c XX4806. 04-07-2025. Ref: 120195699049.,Shopping
Sent Rs.41403.00 From Karnataka Bank A/C ****1229 To TUITION FEES On 09-11-24 Ref 961628311417,Education
UPI txn INR 499 to redbus@icici from Kotak Bank A/c *1610 on 21-05-2024. Ref: 868872561700.,Travel
UPI payment Rs.21502 to byjus@icici from Axis Bank A/c 1581. 02/12/2024. Ref 539152142429.,Education
Auto debit: Rs.44036 EMI from IndusInd Bank A/c XX7913 on 16-03-2026. Ref 860238077236. -Navi Loans,Loan & EMI
UPI payment Rs.31104.00 to byjus@icici from IndusInd Bank A/c *8169. 15-03-2024. Ref 392746602212.,Education
Your a/c ****6622 debited for ₹114 on 20-10-2024 trf to FRESH MENU. UPI:539887699126. For dispute call Union Bank,Food & Dining
UPI:557870812742. Rs.14156.00 debited from 5520 to BIKE LOAN EMI on 18/12/2025. Loan EMI. -Yes Bank,Loan & EMI
Karnataka Bank: ₹512 subscription to Zee5 debited on 20-12-2026. A/c ****6765. Ref 811020845301.,Entertainment
UPI txn INR 3641 to uber@paytm from Axis Bank A/c ****3056 on 08-12-25. Ref: 793442929268.,Travel
Debit Rs.10891 from IndusInd Bank a/c *9260 to Apollo Hospitals on 04/07/24. UPI Ref:452728147443.,Healthcare
Sent INR 605 to EatFit on 10/10/2024. A/c *4064. UPI:469188847217. -Federal Bank,Food & Dining
Debit: INR 1107 from Union Bank a/c ****9919 to EatFit on 25-04-26. UPI Ref: 588669305247.,Food & Dining
UPI txn ₹3198 to actfibernet@ybl from Karnataka Bank A/c ****6034 on 12-03-24. Ref 812364542576.,Utilities
UPI txn of ₹1713 to box8@upi from Kotak Bank A/c ****1447 on 21/11/26. Ref: 979941238806.,Food & Dining
Debit Rs.608.00 from SBI a/c *1679 for Netflix India on 28-11-25. Ref 715604622995.,Entertainment
Debit INR 15161 from IndusInd Bank a/c ****3115 to Lal PathLabs on 10/11/24. UPI Ref:790638568886.,Healthcare
EMI of Rs.34121.00 auto-debited from Union Bank A/c *1862 on 20-01-26. Ref: 164873649919.,Loan & EMI
UPI txn Rs.7743.00 to pharmeasy@kotak from IndusInd Bank A/c XX4291 on 07-10-2024. Ref 410397289429.,Healthcare
Debit Rs.227 from IndusInd Bank a/c ****2174 for Manorama Online on 19/07/2025. Ref 783599601193.,Entertainment
Debit ₹18441 from Yes Bank a/c *3235 for AXIS MF on 15/08/2025. Ref 846501133349.,Investment
Loan EMI Rs.14870 debited from SBI a/c 9184 on 25/05/26. Ref 763942995041.,Loan & EMI
Sent ₹657 to KFC INDIA on 14-09-2024. A/c *8307. UPI:305419439205. -Yes Bank,Food & Dining
Axis Bank: Card purchase of ₹17733 at Croma on 14/08/26. A/c *3949. Ref 457491669505.,Shopping
Debit: ₹25022 from Yes Bank a/c ****9211 for purchase at Westside Phoenix Mall. 02-03-25. Ref 922381213288.,Shopping
Money sent: Rs.14301 to Meena Krishnan. ICICI Bank A/c *2037. 27-05-24. UPI:568048727789.,Personal Transfer
UPI:820658347057. Rs.43134.00 debited from ****1305 to CAR LOAN EMI on 12/11/2025. Loan EMI. -Axis Bank,Loan & EMI
UPI txn ₹4000 to makemytrip@axisbank from Axis Bank A/c 6854 on 12-07-2024. Ref: 108455697411.,Travel
IndusInd Bank: EMI Rs.2168.00 debited on 16/10/25. A/c *6607. Loan ref 627566252130.,Loan & EMI
Sent Rs.267.00 to Pizza Hut on 20-10-2025. A/c 7161. UPI:41716058712. -HDFC Bank,Food & Dining
Sent Rs.44537 From Kotak Bank A/C ****1544 To RAM K On 14/09/26 Ref 505943802688,Personal Transfer
Payment of INR 545 to ola@hdfcbank. Yes Bank. A/c XX2147. 21/09/2026. Ref 991175918408.,Travel
SBI: Rs.37119 debited to WhiteHat Jr on 05-05-2026. A/c XX2824. Ref 504752060888.,Education
SBI: Rs.877.00 subscription to PlayStation India debited on 10/01/26. A/c *3038. Ref 778509279666.,Entertainment
Sent Rs.12931 From SBI A/C *6007 To KreditBee On 18/05/24 Ref 430596329016. Loan EMI.,Loan & EMI
Your a/c 2008 debited for Rs.539.00 on 04/06/2024 trf to Yatra. UPI:831409908866. -Federal Bank,Travel
Rs.1614 paid to Cleartrip via UPI. HDFC Bank A/c XX1184. 15/04/26.,Travel
UPI txn of ₹1507 to box8@upi from IndusInd Bank A/c ****3226 on 24/01/24. Ref: 416559408836.,Food & Dining
Debit: Rs.1877.00 from SBI a/c ****8294 to Paradise Biryani on 20/02/2026. UPI Ref: 542672086987.,Food & Dining
Your a/c *1912 debited for Rs.6924 on 24/10/26 trf to CITY HOSPITAL. UPI:927081234497. -SBI,Healthcare
Sent ₹2785 to Imagine Store on 02/01/25. Kotak Bank A/c ****9154. Ref 437722436572.,Shopping
Axis Bank: ₹30051 invested in HDFC Mutual Fund on 10-01-25. A/c ****3285. Ref 245738968401.,Investment
Sent Rs.2454 From Kotak Bank A/C ****3077 To BESCOM On 08/01/2026 Ref 560837236062,Utilities
Fees payment Rs.9360 to vedantu@kotak. ICICI Bank. A/c ****2207. 26-09-2024. Ref 928297755600.,Education
Sent Rs.6965 to Fortis Hospital on 15/03/24. UPI:549571560355. HDFC Bank A/c *6336.,Healthcare
Union Bank: Rs.2757 bill payment to Hathway on 27/01/26. A/c *1070. Ref 320530055956.,Utilities
Sent INR 2972 From HDFC Bank A/C 8933 To HP GAS On 02-12-2024 Ref 568731439806,Utilities
Your a/c 3637 debited for Rs.2460.00 on 17-04-2024 trf to JioCinema. UPI:396593274176. -Axis Bank,Entertainment
UPI payment Rs.13625 to unacademy@hdfcbank from Yes Bank A/c 7186. 18-02-26. Ref 249921206567.,Education
Your a/c *1534 debited for Rs.49887.00 on 28/05/2024 trf to GOLD LOAN REPAYMENT. EMI payment. -HDFC Bank,Loan & EMI
Debit Rs.29948.00 from Union Bank a/c *5281 for COACHING CENTRE fees on 08-01-2025. Ref 466055717758.,Education
Sent Rs.37048 From Kotak Bank A/C XX9437 To HDFC Bank Loan On 01-04-25 Ref 884604684492. Loan EMI.,Loan & EMI
Debit ₹73532 from Union Bank a/c *2994 for RD INSTALLMENT on 08-11-2024. Ref 482143863338.,Investment
Your a/c ****2148 debited for ₹2187 on 23/10/2024 trf to Sony LIV. UPI:565075121768. -Yes Bank,Entertainment
Transfer Rs.23018 to Sneha Patel on 28/04/2024. SBI A/c *4657. Ref 556638416860.,Personal Transfer
HDFC Bank: EMI Rs.9511.00 debited on 18/08/24. A/c XX8615. Loan ref 474167142432.,Loan & EMI
Debit Rs.906.00 from Federal Bank a/c ****6851 to BluSmart on 02/11/2025. UPI Ref:697981111406.,Travel
Sent Rs.6789 From Yes Bank A/C XX9227 To GoAir On 05/12/2026 Ref 886530527476,Travel
Your a/c *4275 debited for Rs.2459 on 08/07/26 trf to BOOKMYSHOW. UPI:860967597101. -Union Bank,Entertainment
Sent Rs.2588 From Union Bank A/C ****4064 To MoneyView On 06-08-2026 Ref 374480462300. Loan EMI.,Loan & EMI
FD/RD installment INR 10846 to HDFC Securities. Axis Bank A/c *8928. 07-01-2024. Ref 988446287773.,Investment
Rs.210 debited to ZUDIO KENGERI via UPI. Federal Bank A/c ****5671. 04-05-2025. Ref 916766146586.,Shopping
Sent Rs.17094.00 From Karnataka Bank A/C XX6230 To Westside On 16-06-24 Ref 856209349848,Shopping
Auto debit: Rs.11976 EMI from Axis Bank A/c XX9332 on 27-07-2025. Ref 391290280744. -BIKE LOAN EMI,Loan & EMI
Sent Rs.3467.00 to Westside Phoenix Mall on 08-06-2024. HDFC Bank A/c ****6184. Ref 723757608389.,Shopping
UPI txn INR 5648 to practo@icici from Karnataka Bank A/c XX7251 on 05-09-24. Ref 978697027336.,Healthcare
UPI txn Rs.780.00 to actfibernet@ybl from Axis Bank A/c 8186 on 17-08-2025. Ref 367042800558.,Utilities
UPI payment Rs.1093 to spotify@ybl from Karnataka Bank A/c ****5638. 08/06/25. Ref 144246833227.,Entertainment
Debit ₹98290 from Union Bank a/c *2902 for VIT UNIVERSITY fees on 21/08/2024. Ref 484927052120.,Education
Payment of Rs.5493 to ola@hdfcbank. Union Bank. A/c *5689. 04/01/25. Ref 354865731491.,Travel
Rs.60 paid to UBER AUTO via UPI. Union Bank A/c *5391. 21/09/2024.,Travel
Bill payment Rs.610 to tatapower@icici. Federal Bank. A/c *1321. 17-06-24. Ref 497896123275.,Utilities
IndusInd Bank: Rs.15309.00 debited to VIT UNIVERSITY on 20-07-24. A/c ****8780. Ref 961166368371.,Education
Union Bank: Rs.13241 sent to Meena Krishnan on 27/02/25. A/c *4115. Ref 778697415794.,Personal Transfer
Sent ₹9886 From IndusInd Bank A/C ****8901 To NHAI FASTAG On 20-09-24 Ref 275205812114,Travel
Fees payment INR 5894 to byjus@icici. ICICI Bank. A/c ****4181. 01-08-2026. Ref 814663886474.,Education
Transfer Rs.15064 to Meena Krishnan on 26/08/2025. Kotak Bank A/c *7968. Ref 323746247828.,Personal Transfer
Axis Bank: INR 18360 debited for Rapido booking on 17/01/25. A/c ****5619. Ref 840502142933.,Travel
Sent Rs.5967 to VIJAYA DIAGNOSTIC on 27-01-24. UPI:299756332188. Federal Bank A/c ****8940.,Healthcare
Debit Rs.24355 from HDFC Bank a/c ****7599 to GREEN CROSS HOSPITAL on 24/06/2024. UPI Ref:550530848236.,Healthcare
UPI txn of INR 941 to faasos@icici from Axis Bank A/c 7948 on 06-07-2025. Ref: 488199393783.,Food & Dining
Sent INR 800 to SWIGGY ORDERS on 15-11-25. A/c XX7033. UPI:545263066271. -Karnataka Bank,Food & Dining
Payment of ₹1633 to irctc@upi. ICICI Bank. A/c *7974. 14-11-2024. Ref 151638360449.,Travel
Your a/c XX3562 debited for ₹4874 on 07/01/24 trf to Jio Fiber. UPI:282973217384. -Yes Bank,Utilities
Money sent: Rs.31091 to Ananya Pillai. ICICI Bank A/c XX4568. 07-05-25. UPI:574543656307.,Personal Transfer
EMI of Rs.16669.00 auto-debited from SBI A/c 5249 on 18-10-2026. Ref: 224536569281.,Loan & EMI
IndusInd Bank: EMI Rs.34877.00 debited on 03-02-2025. A/c ****3401. Loan ref 455270568995.,Loan & EMI
Rs.1398 paid to BSNL via UPI. Federal Bank A/c XX8629. 22/02/26.,Utilities
FD/RD installment Rs.18287.00 to UTI Mutual Fund. IndusInd Bank A/c *4040. 25-05-26. Ref 889579980485.,Investment
Sent Rs.5320 From Axis Bank A/C *1070 To NHAI FASTAG On 12-12-26 Ref 274659450009,Travel
UPI payment Rs.800 to pvr@hdfcbank from Union Bank A/c XX4460. 08/11/26. Ref 108640190080.,Entertainment
Fees payment ₹35167 to udemy@axisbank. Union Bank. A/c ****8971. 26-02-2024. Ref 279185534301.,Education
Kotak Bank: Rs.1200.00 bill payment to CESC Kolkata on 27-03-2024. A/c ****7930. Ref 272707513018.,Utilities
Payment to bookmyshow@icici: Rs.182.00. SBI. A/c XX1477. 02/01/2025. UPI Ref:357474826875.,Entertainment
UPI:421354178584. Rs.14455.00 debited from ****3796 to SBI Home Loan on 27/08/2025. Loan EMI. -Union Bank,Loan & EMI
Karnataka Bank: Rs.329 debited to dominos@hdfcbank on 12-10-26 from A/c XX6578. Ref 913956959329.,Food & Dining
Sent INR 6123 From ICICI Bank A/C XX7658 To RedBus On 22-03-26 Ref 987259852761,Travel
Transfer Rs.47471 to SIVA S on 19-03-2025. Union Bank A/c XX9798. Ref 434653214700.,Personal Transfer
Debit Rs.41160.00 from HDFC Bank a/c *3466 for AXIS MF on 14-06-2025. Ref 532850928309.,Investment
Sent Rs.1924 to Lifestyle on 19/01/2026. HDFC Bank A/c ****5500. Ref 478885146986.,Shopping
Rs.24919 paid to Suresh Babu via UPI. Federal Bank A/c 7883. 14-12-26. Ref 289715181623.,Personal Transfer
UPI transfer Rs.32368 to SUNITA DEVI from Yes Bank A/c ****8118. 05/01/25. Ref 639010870300.,Personal Transfer
Sent ₹1042 From ICICI Bank A/C XX7767 To INOX GARUDA MALL On 14-02-2026 Ref 457814183857,Entertainment
Sent INR 23335 From Yes Bank A/C ****1989 To Zudio Mall Road On 09-11-2025 Ref 509746082466,Shopping
Fees payment Rs.45880 to coursera@ybl. Karnataka Bank. A/c ****7001. 21-02-2025. Ref 122002312803.,Education
Rs.173 paid to Fun World via UPI. ICICI Bank A/c ****2168. 09-03-2025.,Entertainment
Axis Bank: ₹2646 debited for OLA OUTSTATION booking on 03/12/2025. A/c 7859. Ref 530574720056.,Travel
Sent ₹27216 From SBI A/C ****6133 To Motilal Oswal On 03-10-2025 Ref 408072144678,Investment
Your a/c XX7393 debited for ₹70899 on 20/03/2025 trf to Paytm Money. UPI:352554410228. -Axis Bank,Investment
Your a/c 7905 debited for Rs.3284 on 17-04-26 trf to BSES Rajdhani. UPI:723348916514. -Yes Bank,Utilities
UPI payment Rs.5071.00 to udemy@axisbank from Kotak Bank A/c *4495. 12/04/2025. Ref 999819521533.,Education
Loan EMI Rs.27862 debited from Axis Bank a/c XX3752 on 05/04/25. Ref 134823200151.,Loan & EMI
Transfer Rs.22413 to Pooja Reddy on 05/06/24. HDFC Bank A/c *7034. Ref 504447646969.,Personal Transfer
Sent ₹4563 to Trends on 22-12-2025. Kotak Bank A/c ****8266. Ref 798596332407.,Shopping
Debit Rs.634 from Axis Bank a/c XX7394 for Amazon Prime on 25-12-26. Ref 990253197512.,Entertainment
Payment Rs.5131 to 1mg@axisbank. ICICI Bank. A/c XX4028. 02/08/2024. Ref 804739247647.,Healthcare
Sent Rs.10185 From HDFC Bank A/C *8421 To Kavya Nair On 22-07-26 Ref 881117859615,Personal Transfer
Your a/c *7188 debited for Rs.312.00 on 11-01-2025 trf to Tata Play DTH. UPI:562850272857. -Karnataka Bank,Utilities
Sent ₹6988 From Kotak Bank A/C *5818 To BMTC On 28/08/2025 Ref 642302777875,Travel
Karnataka Bank: ₹522 bill payment to Adani Electricity on 25/12/2025. A/c XX7632. Ref 161553105032.,Utilities
Debit Rs.85163.00 from ICICI Bank a/c *4259 for LEARN HUB fees on 02/01/2026. Ref 910365449173.,Education
SBI: ₹4499 debited for Medplus Pharmacy on 23-05-25. A/c ****1443. Ref 646645112606.,Healthcare
Debit Rs.51487 from Kotak Bank a/c *9819 for LEARN HUB fees on 17/09/2026. Ref 818746045541.,Education
Rs.149 paid to Hotstar Disney via UPI. HDFC Bank A/c ****2558. 21/02/2026.,Entertainment
Your a/c ****6440 debited for INR 690 on 25-12-24 trf to BWSSB. UPI:163308356066. -Union Bank,Utilities
Auto debit: Rs.5319 EMI from SBI A/c 2481 on 15/06/25. Ref 682008111633. -LendingKart,Loan & EMI
Your a/c *4013 debited for Rs.14943.00 on 17-02-2025 trf to LendingKart. EMI payment. -HDFC Bank,Loan & EMI
EMI of Rs.39690.00 auto-debited from ICICI Bank A/c XX4001 on 19/06/25. Ref: 478103272568.,Loan & EMI
Payment INR 14831 to myntra@kotak done. SBI A/c XX1738. 08/02/2025. UPI Ref:343836349671.,Shopping
Sent Rs.29609.00 From Union Bank A/C ****7653 To Tata CLiQ On 19/08/24 Ref 437920332581,Shopping
Sent Rs.334 From Union Bank A/C ****9425 To PlayStation India On 14/03/2025 Ref 902041361627,Entertainment
Rs.196 paid to MSEDCL via UPI. Federal Bank A/c *2387. 24-09-2025.,Utilities
Payment of Rs.3766.00 to blusmart@oksbi. ICICI Bank. A/c *6112. 10-07-2024. Ref 388542643931.,Travel
Installment Rs.18339 paid to BIKE LOAN EMI on 14/05/2024. ICICI Bank A/c XX3298. Ref 950484769470.,Loan & EMI
Bill payment Rs.3986 to jio@kotak. Karnataka Bank. A/c 6015. 28-09-24. Ref 733810185663.,Utilities
Loan EMI Rs.26272 debited from IndusInd Bank a/c XX5131 on 18/08/2025. Ref 286174184504.,Loan & EMI
Rs.4109 paid to PW PhysicsWallah via UPI. IndusInd Bank A/c 3785. 21-07-2026.,Education
Transfer Rs.49321 to Karthik Subramanian on 17-11-24. IndusInd Bank A/c *7625. Ref 462930339869.,Personal Transfer
UPI payment INR 13666 to byjus@icici from HDFC Bank A/c 7935. 02-06-2024. Ref 487589874620.,Education
Debit Rs.5521.00 from Union Bank a/c XX5395 for SKILLS ACADEMY fees on 13-03-26. Ref 784340506870.,Education
Kotak Bank: ₹38425 invested in HDFC Mutual Fund on 02-02-24. A/c 1025. Ref 197555153929.,Investment
Rs.2942 paid to IndiGo Airlines via UPI. SBI A/c ****2645. 10/08/26.,Travel
Transfer Rs.29800 to Vikram Rao on 22/01/25. Karnataka Bank A/c XX9820. Ref 228961061182.,Personal Transfer
Rs.1994 paid to UBER AUTO via UPI. HDFC Bank A/c *2176. 18-04-2025.,Travel
UPI:276917963636. Rs.33904.00 debited from *4925 to SBI Home Loan on 02/04/24. Loan EMI. -Karnataka Bank,Loan & EMI
HDFC Bank: Rs.334.00 subscription to INOX Movies debited on 10/12/25. A/c 9094. Ref 943085419964.,Entertainment
MF purchase INR 21657 to paytmmoney@paytmbank. Karnataka Bank. A/c 9494. 25-01-2026. Ref 406177384253.,Investment
Payment of ₹1099 to box8@upi successful. Karnataka Bank A/c XX1196. 15/06/2026. Ref 390207509084.,Food & Dining
Axis Bank: ₹781 subscription to PVR FORUM MALL debited on 12/11/24. A/c *6173. Ref 742240271250.,Entertainment
Sent INR 2490 From Karnataka Bank A/C ****8843 To Hotstar Disney On 26/07/25 Ref 477877180939,Entertainment
Debit ₹17232 from Karnataka Bank a/c XX5397 to Narayana Health on 26/04/26. UPI Ref:408773080536.,Healthcare
Debit INR 75859 from IndusInd Bank a/c *5653 for ANNA UNIVERSITY fees on 09/02/24. Ref 487718305652.,Education
Sent ₹689 From Federal Bank A/C *9709 To BSNL On 18/03/2026 Ref 375479654459,Utilities
MF purchase Rs.18568 to zerodha@kotak. HDFC Bank. A/c ****1941. 27-01-2024. Ref 942994640694.,Investment
Debit: Rs.298 from Axis Bank a/c 4428 to McDonald's on 14-11-2025. UPI Ref: 331182250771.,Food & Dining
UPI txn of Rs.1383 to dominos@hdfcbank from ICICI Bank A/c 8251 on 24/08/2024. Ref: 591979363867.,Food & Dining
Rs.834 paid to RedBus via UPI. Kotak Bank A/c ****1206. 10-10-2025.,Travel
Sent Rs.419.00 From SBI A/C 8283 To Zomato On 18-05-2024 Ref 432915761541,Food & Dining
MF purchase INR 3182 to kuvera@hdfcbank. Axis Bank. A/c ****5019. 07/08/25. Ref 246221886379.,Investment
Rs.19483 paid to RAM K via UPI. Union Bank A/c XX4422. 22-03-24. Ref 407950662017.,Personal Transfer
Your a/c *5559 debited for Rs.17928.00 on 28/01/2024 trf to GEETA RANI. UPI:764279489476. -Union Bank,Personal Transfer
Rs.188 paid to Paradise Biryani via UPI on 26/06/26. Federal Bank A/c *2169. Ref: 456588348066.,Food & Dining
Federal Bank: EMI Rs.17957.00 debited on 27-03-26. A/c ****2285. Loan ref 101289687695.,Loan & EMI
Sent Rs.43845 From Federal Bank A/C 1612 To Angel One On 21/11/2024 Ref 776626987752,Investment
Debit Rs.477.00 from ICICI Bank a/c XX2835 for Sony LIV on 01/07/2025. Ref 824003223456.,Entertainment
Auto debit: Rs.37091 EMI from Federal Bank A/c ****9779 on 13-04-2024. Ref 631116673047. -EDUCATION LOAN EMI,Loan & EMI
Your a/c ****8105 debited for Rs.318 on 06-07-24 trf to Rebel Foods. UPI:799927369979. For dispute call Axis Bank,Food & Dining
Your a/c XX4143 debited for INR 181 on 03/05/24 trf to Rebel Foods. UPI:301283214023. For dispute call ICICI Bank,Food & Dining
Your a/c 5941 debited for INR 10621 on 03/01/2024 trf to SpiceJet. UPI:208224802004. -Axis Bank,Travel
Yes Bank: Rs.1056.00 bill payment to Airtel Prepaid on 18-06-25. A/c 1757. Ref 661396131140.,Utilities
Your a/c ****6597 debited for ₹96639 on 24-07-26 trf to WhiteHat Jr. UPI:560631385750. -Yes Bank,Education
Rs.337 paid to INDANE GAS via UPI. Union Bank A/c *3334. 22/02/2025.,Utilities
Sent Rs.433.00 to Behrouz Biryani on 08/01/2025. A/c XX7018. UPI:761484850468. -IndusInd Bank,Food & Dining
Rs.8502 SIP debited to Upstox. IndusInd Bank A/c XX7224. 22/10/26.,Investment
Axis Bank: Rs.2547 bill payment to CESC Kolkata on 12/05/25. A/c *6840. Ref 722069522041.,Utilities
Sent Rs.1277 From Kotak Bank A/C 6313 To SIVA S On 24-11-25 Ref 287232327989,Personal Transfer
Sent Rs.41381.00 From SBI A/C *7570 To Udemy On 08-01-24 Ref 933757328266,Education
